date,spain_industrial_production,spain_exchange_rates_per_USD,spain_international_reserves_liquidity,spain_consumer_prices,us_international_reserves_liquidity,us_consumer_prices,spain_nominal_exchange_rate_growth,spain_real_exchange_rate,spain_real_exchange_rate_growth,spain_inflation_rate,spain_industrial_production_growth,spain_industrial_production_growth_vs_12_months_ago,spain_international_reserves_liquidity_index,us_inflation_rate,us_international_reserves_liquidity_index
1960-01-01,,60.000000059,233.0,2.85736753936452,21478.1,13.436946098585,,282.1536801272625,,,,,100.0,,100.0
1960-02-01,,60.000000059,253.0,2.85504942479478,21395.7,13.4828059828805,0.0,283.3465342991265,0.004227675397769026,-0.0008112763016324687,,,108.58369098712446,0.003412969283275391,99.61635340183723
1960-03-01,,60.000000059,299.0,2.8515728230618,21344.7,13.4828059828805,0.0,283.6919868312209,0.0012191874269749103,-0.0012177028190080152,,,128.3261802575107,0.0,99.37890223064426
1960-04-01,,60.000000059,326.0,2.85389093763154,21278.0,13.528665867176,0.0,284.4257088192734,0.0025863331433784165,0.0008129249062105437,,,139.91416309012877,0.0034013605442169137,99.06835334596636
1960-05-01,,60.000000059,360.0,2.84519772293419,21234.3,13.528665867176,0.0,285.2947428875496,0.003055399147579907,-0.0030460921203121494,,,154.50643776824035,0.0,98.8648902835912
1960-06-01,,60.000000059,406.0,2.84287846812117,21169.8,13.5745257514715,0.0,286.4953796028654,0.00420840812965495,-0.0008151471492913176,,,174.2489270386266,0.0033898305084736347,98.56458439061183
1960-07-01,,60.000000059,427.0,2.84171884071467,20999.4,13.5745257514715,0.0,286.61229049822316,0.000408072533385484,-0.00040790607811891366,,,183.26180257510728,0.0,97.77121812450822
1960-08-01,,60.000000059,455.0,2.84751583750393,20803.4,13.5745257514715,0.0,286.02880277678634,-0.0020358084449991765,0.00203996141567675,,,195.27896995708153,0.0,96.85866068227638
1960-09-01,,60.000000059,479.0,2.86490226689864,20430.0,13.5745257514715,0.0,284.2929601123468,-0.006068768765900012,0.006105823597438054,,,205.57939914163092,0.0,95.12014563671833
1960-10-01,,60.000000059,527.0,2.87243813467603,20068.2,13.6662455200625,0.0,285.462973810066,0.004115521176665249,0.0026304100717362555,,,226.18025751072963,0.006756756756755022,93.43563909284342
1960-11-01,,60.000000059,521.0,2.87591473640901,19558.2,13.6662455200625,0.0,285.1178867124253,-0.001208868152092868,0.0012103312830344937,,,223.6051502145923,0.0,91.06112738091359
1960-12-01,,60.000000059,541.0,2.89736043184813,19358.8,13.6662455200625,0.0,283.00749985980303,-0.007401804485001717,0.0074569997391154,,,232.18884120171674,0.0,90.1327398606022
1961-01-01,18.6816253717162,60.000000059,536.0,2.90953138852174,19056.2,13.6662455200625,0.0,281.82364185686515,-0.004183132968293535,0.0042007050761876386,,,230.0429184549356,0.0,88.72386291152384
1961-02-01,18.2477144246017,60.000000059,565.0,2.88576757851288,18978.0,13.6662455200625,0.0,284.1444120848483,0.008234831587201619,-0.008167572999077999,-0.02322661644695212,,242.4892703862661,0.0,88.3597711156946
1961-03-01,18.4236242680265,60.000000059,561.55,2.87301737825765,18988.2,13.6662455200625,0.0,285.4054201744281,0.004437912680835376,-0.004418304630686931,0.009640102827762176,,241.0085836909871,0.0,88.4072613499332
1961-04-01,18.6112614343463,60.000000059,593.5,2.88055210579177,19165.1,13.6662455200625,0.0,284.6588785397701,-0.0026157233951680237,0.0026225833477864224,0.010184595798853557,,254.72103004291844,0.0,89.23089100060061
1961-05-01,19.5846292346303,60.000000059,643.5,2.87301737825765,19196.9,13.6662455200625,0.0,285.4054201744281,0.0026225833477866445,-0.0026157233951679126,0.052299936988026374,,276.18025751072963,0.0,89.37894878969742
1961-06-01,18.4470789138165,60.000000059,683.5,2.85736753936452,19307.9,13.6662455200625,0.0,286.96858934445,0.005477012906995649,-0.005447178639281569,-0.058083832335326435,,293.3476394849786,0.0,89.89575427994097
1961-07-01,17.6144389882723,60.000000059,716.5,2.85736753936452,19234.6,13.7579652886536,0.0,288.89455303132706,0.006711409395978585,0.0,-0.0451366815003198,,307.51072961373393,0.006711409395978807,89.55447642016752
1961-08-01,17.6848029256422,60.000000059,773.5,2.86200490874728,19641.5,13.7121054043581,0.0,287.4650293421801,-0.004948254212989389,0.0016229516570314129,0.0039946737683072,,331.9742489270386,-0.003333333333332411,91.44896429386212
1961-09-01,19.6432658491053,60.000000059,795.5,2.86432302331702,19520.9,13.7579652886536,0.0,288.1930255111359,0.002532468629737883,0.0008099617728309916,0.11074270557029586,,341.41630901287556,0.00334448160535028,90.88746211257049
1961-10-01,20.2061773480647,60.000000059,825.5,2.8753354928274,19171.9,13.7579652886536,0.0,287.0892527811493,-0.003829977245385918,0.0038447023679706316,0.028656716417908568,,354.2918454935622,0.0,89.26255115675968
1961-11-01,21.8362752304681,60.000000059,851.5,2.91996347420722,18827.9,13.7579652886536,0.0,282.70145343343927,-0.01528374644889574,0.01552096494170696,0.08067324434126721,,365.45064377682405,0.0,87.66091972753644
1961-12-01,23.4429184670814,60.000000059,886.52,2.9251800871716,18752.9,13.7579652886536,0.0,282.197298467563,-0.0017833476261026604,0.0017865336366225115,0.07357679914070503,,380.48068669527896,0.0,87.31172682872322
1962-01-01,22.0825490112628,60.000000059,912.5,2.91996347420722,18649.8,13.7579652886536,0.0,282.70145343343927,0.0017865336366225115,-0.0017833476261025494,-0.0580290145072524,0.18204645323289492,391.6309012875537,0.0,86.831702990488
1962-02-01,21.0036353049239,60.000000059,935.5,2.93329405828734,18512.0,13.8038251729491,0.0,282.35475023426375,-0.0012263934088939665,0.0045653256274855725,-0.048858204992033194,0.1510282776349594,401.50214592274676,0.003333333333332522,86.19011923773519
